#,Couple,Dance,Song,Date,Series,Week,Order,Craig,Arlene,Darcey,Len,Alesha,Shirley,Guest,Motsi,Bruno,Total,Type
1284,Frankie & Kevin,Jive,Surfin' USA,"Series 12, Week 10",12,10,6,9,-,9,9,-,-,-,-,9,36,Latin
1285,Jake & Janette,Argentine Tango,Zorba The Greek,"Series 12, Week 10",12,10,7,5,-,8,8,-,-,-,-,8,29,Speciality
1286,Simon & Kristina,American Smooth,Heartache Tonight,"Series 12, Week 11",12,11,1,8,-,9,9,-,-,-,-,9,35,Speciality
1287,Caroline & Pasha,Argentine Tango,La Cumparsita,"Series 12, Week 11",12,11,2,9,-,10,10,-,-,-,-,10,39,Speciality
1288,Pixie & Trent,Cha cha cha,Love Shack,"Series 12, Week 11",12,11,3,9,-,9,8,-,-,-,-,9,35,Latin
1289,Mark & Karen,Foxtrot,L-O-V-E,"Series 12, Week 11",12,11,4,8,-,9,9,-,-,-,-,9,35,Ballroom
1290,Jake & Janette,Charleston,Entry of the Gladiators,"Series 12, Week 11",12,11,5,9,-,9,10,-,-,-,-,10,38,Speciality
1291,Frankie & Kevin,Salsa,Work,"Series 12, Week 11",12,11,6,8,-,9,8,-,-,-,-,9,34,Speciality
1292,Jake & Janette,Cha cha cha,Boogie Shoes,"Series 12, Week 12",12,12,1,6,-,8,8,-,-,-,-,8,30,Latin
1293,Frankie & Kevin,Rumba,Somewhere Only We Know,"Series 12, Week 12",12,12,2,7,-,8,9,-,-,-,-,10,34,Latin
1294,Mark & Karen,Viennese Waltz,I Got You Babe,"Series 12, Week 12",12,12,3,8,-,8,9,-,-,-,-,8,33,Ballroom
1295,Simon & Kristina,Samba,I Like To Move It,"Series 12, Week 12",12,12,4,6,-,9,8,-,-,-,-,7,30,Latin
1296,Caroline & Pasha,Foxtrot,Diamonds,"Series 12, Week 12",12,12,5,8,-,9,9,-,-,-,-,9,35,Ballroom
1297,Jake & Janette,Viennese Waltz,When A Man Loves A Woman,"Series 12, Week 12",12,12,6,7,-,8,8,-,-,-,-,8,31,Ballroom
1298,Frankie & Kevin,Argentine Tango,The 5th,"Series 12, Week 12",12,12,7,9,-,9,10,-,-,-,-,10,38,Speciality
1299,Mark & Karen,Rumba,Fields of Gold,"Series 12, Week 12",12,12,8,9,-,8,8,-,-,-,-,8,33,Latin
1300,Simon & Kristina,Foxtrot,My Guy,"Series 12, Week 12",12,12,9,9,-,10,10,-,-,-,-,9,38,Ballroom
1301,Caroline & Pasha,Salsa,Maria,"Series 12, Week 12",12,12,10,10,-,10,10,-,-,-,-,10,40,Speciality
1302,Frankie & Kevin,Samba,La Bamba,"Series 12, Week 13",12,13,1,9,-,10,10,-,-,-,-,10,39,Latin
1303,Mark & Karen,Cha cha cha,I'm Your Man,"Series 12, Week 13",12,13,2,8,-,9,9,-,-,-,-,9,35,Latin
1304,Caroline & Pasha,Cha cha cha,Can You Feel It,"Series 12, Week 13",12,13,3,10,-,10,10,-,-,-,-,10,40,Latin
1305,Simon & Kristina,Charleston,My Old Man (Said Follow The Van),"Series 12, Week 13",12,13,4,9,-,10,10,-,-,-,-,10,39,Speciality
1306,Frankie & Kevin,Show dance,Get Happy,"Series 12, Week 13",12,13,5,9,-,9,10,-,-,-,-,10,38,Speciality
1307,Mark & Karen,Show dance,Don't Stop Me Now,"Series 12, Week 13",12,13,6,8,-,9,9,-,-,-,-,9,35,Speciality
1308,Caroline & Pasha,Show dance,Angels,"Series 12, Week 13",12,13,7,10,-,10,10,-,-,-,-,10,40,Speciality
1309,Simon & Kristina,Show dance,A Little Less Conversation,"Series 12, Week 13",12,13,8,9,-,10,10,-,-,-,-,10,39,Speciality
1310,Frankie & Kevin,Paso doble,America,"Series 12, Week 13",12,13,9,9,-,10,10,-,-,-,-,10,39,Latin
1311,Caroline & Pasha,Charleston,Istanbul,"Series 12, Week 13",12,13,10,10,-,10,10,-,-,-,-,10,40,Speciality
1312,Simon & Kristina,Argentine Tango,El Tango De Roxanne,"Series 12, Week 13",12,13,11,10,-,10,10,-,-,-,-,10,40,Speciality
1313,Kellie & Kevin,Tango,You Really Got Me,"Series 13, Week 1",13,1,1,6,-,7,7,-,-,-,-,7,27,Ballroom
1314,Anthony & Oti,Jive,Wake Me Up Before You Go Go,"Series 13, Week 1",13,1,2,4,-,5,6,-,-,-,-,6,21,Latin
1315,Helen & Aljaž,Waltz,With You I'm Born Again,"Series 13, Week 1",13,1,3,7,-,7,7,-,-,-,-,8,29,Ballroom
1316,Carol & Pasha,Cha cha cha,Thunder In My Heart,"Series 13, Week 1",13,1,4,2,-,5,5,-,-,-,-,4,16,Latin
1317,Daniel & Kristina,Waltz,When Irish Eyes Are Smiling,"Series 13, Week 1",13,1,5,4,-,6,7,-,-,-,-,7,24,Ballroom
1318,Anita & Gleb,Cha cha cha,Rather Be,"Series 13, Week 1",13,1,6,6,-,7,7,-,-,-,-,7,27,Latin
1319,Jay & Aliona,Cha cha cha,"Reach Out, I'll Be There","Series 13, Week 1",13,1,7,5,-,8,7,-,-,-,-,7,27,Latin
1320,Kirsty & Brendan,Waltz,Vincent,"Series 13, Week 1",13,1,8,4,-,5,6,-,-,-,-,5,20,Ballroom
1321,Jeremy & Karen,Cha cha cha,September,"Series 13, Week 1",13,1,9,2,-,6,6,-,-,-,-,5,19,Latin
1322,Georgia & Giovanni,Jive,Dear Future Husband,"Series 13, Week 1",13,1,10,6,-,7,7,-,-,-,-,7,27,Latin
1323,Ainsley & Natalie,Tango,Voulez Vous,"Series 13, Week 1",13,1,11,4,-,5,6,-,-,-,-,5,20,Ballroom
1324,Katie & Anton,Jive,Roll Over Beethoven,"Series 13, Week 1",13,1,12,6,-,6,7,-,-,-,-,7,26,Latin
1325,Iwan & Ola,Tango,Keep On Running,"Series 13, Week 1",13,1,13,3,-,5,5,-,-,-,-,4,17,Ballroom
1326,Jamelia & Tristan,Waltz,"Do Right Woman, Do Right","Series 13, Week 1",13,1,14,4,-,6,6,-,-,-,-,5,21,Ballroom
1327,Peter & Janette,Cha cha cha,Ain't No Other Man,"Series 13, Week 1",13,1,15,7,-,8,8,-,-,-,-,7,30,Latin
1328,Jamelia & Tristan,Cha cha cha,Don't Cha,"Series 13, Week 2",13,2,1,4,-,6,5,-,-,-,-,6,21,Latin
1329,Daniel & Kristina,Charleston,Let's Misbehave,"Series 13, Week 2",13,2,2,5,-,6,6,-,-,-,-,6,23,Speciality
1330,Kirsty & Brendan,Salsa,Can't Touch It,"Series 13, Week 2",13,2,3,5,-,5,5,-,-,-,-,5,20,Speciality
1331,Jay & Aliona,Waltz,See The Day,"Series 13, Week 2",13,2,4,7,-,8,8,-,-,-,-,8,31,Ballroom
1332,Iwan & Ola,Cha cha cha,Sexy and I Know It,"Series 13, Week 2",13,2,5,2,-,4,4,-,-,-,-,3,13,Latin
1333,Georgia & Giovanni,Waltz,Georgia On My Mind,"Series 13, Week 2",13,2,6,6,-,6,6,-,-,-,-,7,25,Ballroom
1334,Ainsley & Natalie,Salsa,Don't Touch My Tomatoes,"Series 13, Week 2",13,2,7,6,-,7,7,-,-,-,-,6,26,Speciality
1335,Carol & Pasha,Foxtrot,Isn't This A Lovely Day,"Series 13, Week 2",13,2,8,4,-,6,5,-,-,-,-,5,20,Ballroom
1336,Kellie & Kevin,Cha cha cha,Don't Go Breaking My Heart,"Series 13, Week 2",13,2,9,6,-,7,7,-,-,-,-,7,27,Latin
1337,Anthony & Oti,Waltz,If You Don't Know Me By Now,"Series 13, Week 2",13,2,10,4,-,5,5,-,-,-,-,5,19,Ballroom
1338,Anita & Gleb,Charleston,Pencil Full of Lead,"Series 13, Week 2",13,2,11,7,-,8,6,-,-,-,-,6,27,Speciality
1339,Jeremy & Karen,American Smooth ,Happy Together,"Series 13, Week 2",13,2,12,3,-,5,5,-,-,-,-,4,17,Speciality
1340,Katie & Anton,Tango,Telephone,"Series 13, Week 2",13,2,13,7,-,7,7,-,-,-,-,7,28,Ballroom
1341,Peter & Janette,Quickstep,Valerie,"Series 13, Week 2",13,2,14,7,-,8,7,-,-,-,-,8,30,Ballroom
1342,Helen & Aljaž,Cha cha cha,Uptown Girl,"Series 13, Week 2",13,2,15,7,-,7,7,-,-,-,-,8,29,Latin
1343,Carol & Pasha,Quickstep,Wash That Man,"Series 13, Week 3",13,3,1,3,-,5,5,-,-,-,-,4,17,Ballroom
1344,Anthony & Oti,Paso doble,Eye of the Tiger,"Series 13, Week 3",13,3,2,4,-,6,5,-,-,-,-,4,19,Latin
1345,Katie & Anton,Cha cha cha,Pretty Woman,"Series 13, Week 3",13,3,3,4,-,6,5,-,-,-,-,5,20,Latin
1346,Kellie & Kevin,Charleston,Cantina Band,"Series 13, Week 3",13,3,4,8,-,8,8,-,-,-,-,8,32,Speciality
1347,Ainsley & Natalie,Cha cha cha,Boogie Wonderland,"Series 13, Week 3",13,3,5,3,-,6,6,-,-,-,-,5,20,Latin
1348,Georgia & Giovanni,Rumba,Writing's On The Wall,"Series 13, Week 3",13,3,6,7,-,7,6,-,-,-,-,7,27,Latin
1349,Helen & Aljaž,Foxtrot,I Wanna Be Loved By You,"Series 13, Week 3",13,3,7,8,-,8,8,-,-,-,-,8,32,Ballroom
1350,Daniel & Kristina,Cha cha cha,Summer Nights,"Series 13, Week 3",13,3,8,4,-,6,6,-,-,-,-,5,21,Latin
1351,Kirsty & Brendan,American Smooth,He's A Tramp,"Series 13, Week 3",13,3,9,5,-,6,6,-,-,-,-,6,23,Speciality
1352,Peter & Janette,Paso doble,He's A Pirate,"Series 13, Week 3",13,3,10,7,-,7,7,-,-,-,-,7,28,Latin
1353,Jamelia & Tristan,Salsa,Heaven Must Be Missing An Angel,"Series 13, Week 3",13,3,11,6,-,7,6,-,-,-,-,6,25,Speciality
1354,Jeremy & Karen,Charleston,"Top Hat, White Tie and Tails","Series 13, Week 3",13,3,12,3,-,7,7,-,-,-,-,7,24,Speciality
1355,Anita & Gleb,American Smooth,Unchained Melody,"Series 13, Week 3",13,3,13,6,-,8,8,-,-,-,-,7,29,Speciality
1356,Jay & Aliona,Jive,Misirlou/You Can Never Tell,"Series 13, Week 3",13,3,14,9,-,9,9,-,-,-,-,10,37,Latin
1357,Anita & Gleb,Samba,Hips Don't Lie,"Series 13, Week 4",13,4,1,6,-,7,7,-,-,-,-,7,27,Latin
1358,Daniel & Kristina,American Smooth,Fly Me To The Moon,"Series 13, Week 4",13,4,2,5,-,6,6,-,-,-,-,6,23,Speciality
1359,Kirsty & Brendan,Paso doble,Beautiful Day,"Series 13, Week 4",13,4,3,4,-,6,6,-,-,-,-,5,21,Latin
1360,Georgia & Giovanni,Quickstep,Reach,"Series 13, Week 4",13,4,4,7,-,7,9,-,-,-,-,8,31,Ballroom
1361,Jeremy & Karen,Jive,Splish Splash,"Series 13, Week 4",13,4,5,3,-,6,6,-,-,-,-,5,20,Latin
1362,Kellie & Kevin,Foxtrot,Dream A Little Dream Of Me,"Series 13, Week 4",13,4,6,8,-,8,8,-,-,-,-,8,32,Ballroom
1363,Jamelia & Tristan,Charleston,Straight Up,"Series 13, Week 4",13,4,7,8,-,8,8,-,-,-,-,8,32,Speciality
1364,Jay & Aliona,Quickstep,My Generation,"Series 13, Week 4",13,4,8,5,-,7,6,-,-,-,-,7,25,Ballroom
1365,Carol & Pasha,Paso doble,Espana Cani,"Series 13, Week 4",13,4,9,5,-,6,6,-,-,-,-,5,22,Latin
1366,Ainsley & Natalie,Waltz,What A Wonderful World,"Series 13, Week 4",13,4,10,6,-,7,7,-,-,-,-,6,26,Ballroom
1367,Helen & Aljaž,Salsa,Doctor Beat,"Series 13, Week 4",13,4,11,8,-,8,8,-,-,-,-,8,32,Speciality
1368,Peter & Janette,Tango,Blue Monday,"Series 13, Week 4",13,4,12,8,-,8,8,-,-,-,-,8,32,Ballroom
1369,Katie & Anton,Viennese Waltz,If I Can Dream,"Series 13, Week 4",13,4,13,8,-,9,8,-,-,-,-,8,33,Ballroom
1370,Georgia & Giovanni,Salsa,You Make Me Feel (Mighty Real),"Series 13, Week 5",13,5,1,7,-,8,8,-,-,-,-,8,31,Speciality
1371,Carol & Pasha,Viennese Waltz,I've Been Loving You Too Long,"Series 13, Week 5",13,5,2,4,-,6,6,-,-,-,-,5,21,Speciality
1372,Anita & Gleb,Tango,Sweet Disposition,"Series 13, Week 5",13,5,3,8,-,8,8,-,-,-,-,8,32,Speciality
1373,Peter & Janette,Rumba,Thinking Out Loud,"Series 13, Week 5",13,5,4,7,-,7,8,-,-,-,-,7,29,Speciality
1374,Kirsty & Brendan,Viennese Waltz,This Year's Love,"Series 13, Week 5",13,5,5,7,-,7,8,-,-,-,-,7,29,Speciality
1375,Ainsley & Natalie,Jive,"Shake, Rattle and Roll","Series 13, Week 5",13,5,6,4,-,6,6,-,-,-,-,5,21,Ballroom
1376,Jamelia & Tristan,Foxtrot,Because You Loved Me,"Series 13, Week 5",13,5,7,5,-,7,7,-,-,-,-,7,26,Ballroom
1377,Katie & Anton,Salsa,It Had Better Be Tonight,"Series 13, Week 5",13,5,8,4,-,6,6,-,-,-,-,5,21,Speciality
1378,Jeremy & Karen,Waltz,She,"Series 13, Week 5",13,5,9,3,-,5,6,-,-,-,-,4,18,Speciality
1379,Helen & Aljaž,Quickstep,You Can't Hurry Love,"Series 13, Week 5",13,5,10,9,-,9,8,-,-,-,-,9,35,Speciality
1380,Jay & Aliona,Paso doble,It's My Life,"Series 13, Week 5",13,5,11,8,-,9,8,-,-,-,-,8,33,Latin
1381,Kellie & Kevin,Jive,One Way Or Another,"Series 13, Week 5",13,5,12,8,-,9,9,-,-,-,-,9,35,Ballroom
1382,Katie & Anton,Paso doble,The Phantom Of The Opera,"Series 13, Week 6",13,6,1,4,-,6,6,-,-,-,-,5,21,Latin
1383,Kirsty & Brendan,Charleston,Bad Romance,"Series 13, Week 6",13,6,2,3,-,5,5,-,-,-,-,4,17,Speciality
1384,Jeremy & Karen,Salsa,Thriller,"Series 13, Week 6",13,6,3,4,-,6,6,-,-,-,-,6,22,Speciality
1385,Anita & Gleb,Waltz,Once Upon A Dream,"Series 13, Week 6",13,6,4,6,-,8,8,-,-,-,-,7,29,Ballroom
1386,Jamelia & Tristan,Jive,The Time Warp,"Series 13, Week 6",13,6,5,6,-,6,7,-,-,-,-,7,26,Latin
1387,Jay & Aliona,American Smooth,Li'l Red Riding Hood,"Series 13, Week 6",13,6,6,8,-,9,8,-,-,-,-,9,34,Speciality
1388,Kellie & Kevin,Paso doble,School's Out,"Series 13, Week 6",13,6,7,7,-,7,7,-,-,-,-,7,28,Latin
1389,Carol & Pasha,Rumba,I Think I Love You,"Series 13, Week 6",13,6,8,2,-,4,4,-,-,-,-,3,13,Latin
1390,Georgia & Giovanni,Tango,Ghostbusters,"Series 13, Week 6",13,6,9,8,-,9,9,-,-,-,-,9,35,Ballroom
1391,Peter & Janette,Foxtrot,Ghost,"Series 13, Week 6",13,6,10,7,-,7,7,-,-,-,-,7,28,Ballroom
1392,Helen & Aljaž,Samba,Take Your Mama,"Series 13, Week 6",13,6,11,8,-,9,8,-,-,-,-,9,34,Latin
1393,Peter & Janette,Charleston,Do Your Thing,"Series 13, Week 7",13,7,1,9,-,10,10,-,-,-,-,9,38,Speciality
1394,Jamelia & Tristan,Viennese Waltz,Trouble,"Series 13, Week 7",13,7,2,7,-,7,7,-,-,-,-,7,28,Ballroom
1395,Carol & Pasha,American Smooth,Man! I Feel Like A Woman,"Series 13, Week 7",13,7,3,3,-,5,5,-,-,-,-,4,17,Speciality
1396,Helen & Aljaž,Rumba,Hello,"Series 13, Week 7",13,7,4,8,-,8,7,-,-,-,-,8,31,Latin
1397,Jay & Aliona,Argentine Tango,Diferente,"Series 13, Week 7",13,7,5,8,-,9,8,-,-,-,-,9,34,Speciality
1398,Katie & Anton,Quickstep,42nd Street,"Series 13, Week 7",13,7,6,6,-,7,7,-,-,-,-,6,26,Ballroom
1399,Anita & Gleb,Jive,The Boy Does Nothing,"Series 13, Week 7",13,7,7,8,-,8,9,-,-,-,-,9,34,Latin
1400,Kellie & Kevin,Waltz,Love Ain't Here Anymore,"Series 13, Week 7",13,7,8,8,-,8,8,-,-,-,-,8,32,Ballroom
1401,Jeremy & Karen,Tango,Go West,"Series 13, Week 7",13,7,9,4,-,6,6,-,-,-,-,5,21,Ballroom
1402,Georgia & Giovanni,Samba,Volare,"Series 13, Week 7",13,7,10,8,-,9,9,-,-,-,-,9,35,Latin
1403,Anita & Gleb,Quickstep,Don't Get Me Wrong,"Series 13, Week 8",13,8,1,8,-,8,8,-,-,-,-,8,32,Ballroom
1404,Jay & Aliona,Foxtrot,Lay Me Down,"Series 13, Week 8",13,8,2,6,-,8,8,-,-,-,-,8,30,Ballroom
1405,Jamelia & Tristan,Samba,A Little Respect,"Series 13, Week 8",13,8,3,5,-,7,7,-,-,-,-,7,26,Latin
1406,Helen & Aljaž,Tango,Hold Back The River,"Series 13, Week 8",13,8,4,8,-,9,8,-,-,-,-,9,34,Ballroom
1407,Katie & Anton,Rumba,"Never, Never, Never","Series 13, Week 8",13,8,5,7,-,8,8,-,-,-,-,8,31,Latin
1408,Kellie & Kevin,Samba,Boom! Shake The Room,"Series 13, Week 8",13,8,6,9,-,8,7,-,-,-,-,9,33,Latin
1409,Peter & Janette,Viennese Waltz,You're My World,"Series 13, Week 8",13,8,7,8,-,9,8,-,-,-,-,9,34,Ballroom
1410,Georgia & Giovanni,Charleston,Hot Honey Rag,"Series 13, Week 8",13,8,8,9,-,10,10,-,-,-,-,10,39,Speciality
1411,Jeremy & Karen,Quickstep,Going Underground,"Series 13, Week 8",13,8,9,4,-,6,6,-,-,-,-,5,21,Ballroom
1412,Jay & Aliona,Salsa,Cuba,"Series 13, Week 9",13,9,1,9,-,9,9,-,-,-,-,9,36,Speciality
1413,Jamelia & Tristan,Quickstep,I'm A Believer,"Series 13, Week 9",13,9,2,7,-,8,8,-,-,-,-,8,31,Ballroom
1414,Anita & Gleb,Paso doble,Malaguena,"Series 13, Week 9",13,9,3,9,-,10,9,-,-,-,-,9,37,Latin
1415,Katie & Anton,American Smooth,Ain't That A Kick In The Head,"Series 13, Week 9",13,9,4,8,-,9,9,-,-,-,-,9,35,Speciality
1416,Peter & Janette,Jive,"River Deep, Mountain High","Series 13, Week 9",13,9,5,6,-,7,8,-,-,-,-,8,29,Latin
1417,Georgia & Giovanni,American Smooth,I Have Nothing,"Series 13, Week 9",13,9,6,9,-,9,10,-,-,-,-,10,38,Speciality
1418,Helen & Aljaž,Charleston,Anything Goes,"Series 13, Week 9",13,9,7,8,-,9,8,-,-,-,-,9,34,Speciality
1419,Kellie & Kevin,Quickstep,9 To 5,"Series 13, Week 9",13,9,8,9,-,9,9,-,-,-,-,10,37,Ballroom
1420,Kellie & Kevin,Salsa,I Want You Back,"Series 13, Week 10",13,10,1,8,-,8,9,-,-,-,-,9,34,Speciality
1421,Katie & Anton,Argentine Tango,Libertango,"Series 13, Week 10",13,10,2,7,-,8,8,-,-,-,-,9,32,Speciality
1422,Helen & Aljaž,Viennese Waltz,At Last,"Series 13, Week 10",13,10,3,9,-,10,10,-,-,-,-,10,39,Ballroom
1423,Jay & Aliona,Tango,When Doves Cry,"Series 13, Week 10",13,10,4,9,-,10,9,-,-,-,-,10,38,Ballroom
1424,Peter & Janette,American Smooth,(I Get The) Sweetest Feeling,"Series 13, Week 10",13,10,5,7,-,8,8,-,-,-,-,8,31,Speciality
1425,Anita & Gleb,Rumba,Read All About It,"Series 13, Week 10",13,10,6,7,-,8,7,-,-,-,-,9,31,Latin
1426,Georgia & Giovanni,Paso doble,The Final Countdown,"Series 13, Week 10",13,10,7,8,-,8,8,-,-,-,-,9,33,Latin
1427,Georgia & Giovanni,Foxtrot,Beauty And The Beast,"Series 13, Week 11",13,11,1,9,-,9,9,-,-,-,-,9,36,Ballroom
1428,Anita & Gleb,Argentine Tango,Cell Block Tango,"Series 13, Week 11",13,11,2,6,-,8,9,-,-,-,-,8,31,Speciality
1429,Kellie & Kevin,Viennese Waltz,Oom Pah Pah,"Series 13, Week 11",13,11,3,9,-,9,9,-,-,-,-,9,36,Ballroom
1430,Jay & Aliona,Rumba,Falling Slowly,"Series 13, Week 11",13,11,4,9,-,10,10,-,-,-,-,10,39,Latin
1431,Katie & Anton,Foxtrot,Maybe This Time,"Series 13, Week 11",13,11,5,8,-,9,9,-,-,-,-,9,35,Ballroom
1432,Helen & Aljaž,Paso doble,At The End Of The Day,"Series 13, Week 11",13,11,6,8,-,8,9,-,-,-,-,9,34,Latin
1433,Katie & Anton,Charleston,Too Darn Hot,"Series 13, Week 12",13,12,1,4,-,7,7,-,-,-,-,7,25,Speciality
1434,Jay & Aliona,Viennese Waltz,Have You Ever Really Loved A Woman?,"Series 13, Week 12",13,12,2,8,-,9,8,-,-,-,-,9,34,Ballroom
1435,Georgia & Giovanni,Cha cha cha,I Will Survive,"Series 13, Week 12",13,12,3,8,-,8,8,-,-,-,-,9,33,Latin
1436,Anita & Gleb,Foxtrot,"New York, New York","Series 13, Week 12",13,12,4,7,-,8,8,-,-,-,-,9,32,Ballroom
1437,Kellie & Kevin,Rumba,Songbird,"Series 13, Week 12",13,12,5,9,-,8,9,-,-,-,-,8,34,Latin
1438,Katie & Anton,Waltz,O Mio Bambino Caro,"Series 13, Week 12",13,12,6,8,-,9,7,-,-,-,-,7,31,Ballroom
1439,Jay & Aliona,Charleston,Doctor Jazz,"Series 13, Week 12",13,12,7,9,-,9,9,-,-,-,-,10,37,Speciality
1440,Georgia & Giovanni,Viennese Waltz,Runaway,"Series 13, Week 12",13,12,8,9,-,10,9,-,-,-,-,10,38,Ballroom
1441,Anita & Gleb,Salsa,Feel This Moment,"Series 13, Week 12",13,12,9,8,-,8,8,-,-,-,-,8,32,Speciality
1442,Kellie & Kevin,American Smooth,Let's Face The Music and Dance,"Series 13, Week 12",13,12,10,9,-,10,10,-,-,-,-,10,39,Speciality
1443,Jay & Aliona,Quickstep,My Generation,"Series 13, Week 13",13,13,1,9,-,9,9,-,-,-,-,9,36,Ballroom
1444,Georgia & Giovanni,Rumba,Writing's On The Wall,"Series 13, Week 13",13,13,2,9,-,9,9,-,-,-,-,9,36,Latin
1445,Kellie & Kevin,Tango,You Really Got Me,"Series 13, Week 13",13,13,3,10,-,10,10,-,-,-,-,10,40,Ballroom
1446,Katie & Anton,Quickstep,42nd Street,"Series 13, Week 13",13,13,4,7,-,8,8,-,-,-,-,8,31,Ballroom
1447,Jay & Aliona,Show dance,Can't Feel My Face,"Series 13, Week 13",13,13,5,8,-,9,9,-,-,-,-,9,35,Speciality
1449,Kellie & Kevin,Show dance,The Ding-Dong Daddy Of The D-Car Line,"Series 13, Week 13",13,13,7,10,-,10,10,-,-,-,-,10,40,Speciality
1450,Katie & Anton,Show dance,O Fortuna,"Series 13, Week 13",13,13,8,7,-,8,8,-,-,-,-,8,31,Speciality
1451,Jay & Aliona,Paso doble,It's My Life,"Series 13, Week 13",13,13,9,9,-,10,10,-,-,-,-,10,39,Latin
1452,Georgia & Giovanni,Charleston,Hot Honey Rag,"Series 13, Week 13",13,13,10,10,-,10,10,-,-,-,-,10,40,Speciality
1448,Georgia & Giovanni,Show dance,Fix You,"Series 13, Week 13",13,13,11,9,-,9,9,-,-,-,-,9,36,Speciality
1453,Kellie & Kevin,Charleston,Cantina Band,"Series 13, Week 13",13,13,11,9,-,10,10,-,-,-,-,10,39,Speciality
1454,Laura & Giovanni,Cha cha cha,Venus,"Series 14, Week 1",14,1,1,5,-,6,7,-,-,-,-,7,25,Latin
1455,Naga & Pasha,Waltz,Run To You,"Series 14, Week 1",14,1,2,5,-,6,6,-,-,-,-,6,23,Ballroom
1456,Robert & Oksana,Cha cha cha,Mercy,"Series 14, Week 1",14,1,3,6,-,7,6,-,-,-,-,6,25,Latin
1457,Lesley & Anton,Waltz,What’ll I Do,"Series 14, Week 1",14,1,4,5,-,6,6,-,-,-,-,6,23,Ballroom
1458,Ore & Joanne,Tango,Geronimo,"Series 14, Week 1",14,1,5,7,-,7,6,-,-,-,-,7,27,Ballroom
1459,Greg & Natalie,Jive,Get Ready,"Series 14, Week 1",14,1,6,6,-,7,7,-,-,-,-,7,27,Latin
1460,Louise & Kevin,Jive,"Jump, Jive and Wail","Series 14, Week 1",14,1,7,8,-,7,8,-,-,-,-,8,31,Latin
1461,Melvin & Janette,Cha cha cha,Loco In Acapulco,"Series 14, Week 1",14,1,8,4,-,6,6,-,-,-,-,6,22,Latin
1462,Daisy & Aljaž,Waltz,Unforgettable,"Series 14, Week 1",14,1,9,7,-,8,9,-,-,-,-,8,32,Ballroom
1463,Danny & Oti,Cha cha cha,Cake By The Ocean,"Series 14, Week 1",14,1,10,8,-,8,7,-,-,-,-,8,31,Latin
1464,Tameka & Gorka,Paso doble,El Gato Montes/Y Viva Espana,"Series 14, Week 1",14,1,11,6,-,6,7,-,-,-,-,7,26,Latin
1465,Anastacia & Brendan,Cha cha cha,Lady Marmalade,"Series 14, Week 1",14,1,12,8,-,7,7,-,-,-,-,6,28,Latin
1466,Ed & Katya,Waltz,Are You Lonesome Tonight,"Series 14, Week 1",14,1,13,5,-,5,6,-,-,-,-,5,21,Ballroom
1467,Claudia & AJ,Cha cha cha,What Makes You Beautiful,"Series 14, Week 1",14,1,14,6,-,6,7,-,-,-,-,7,26,Latin
1468,Will & Karen,Tango,Let’s Dance,"Series 14, Week 1",14,1,15,8,-,8,7,-,-,-,-,7,30,Ballroom
1469,Ore & Joanne,Cha cha cha,Hot Stuff,"Series 14, Week 2",14,2,1,6,-,7,7,-,-,-,-,7,27,Latin
1470,Claudia & AJ,Waltz,You Light Up My Life,"Series 14, Week 2",14,2,2,6,-,8,8,-,-,-,-,8,30,Ballroom
1471,Will & Karen,Jive,Rock Around The Clock,"Series 14, Week 2",14,2,3,5,-,7,8,-,-,-,-,7,27,Latin
1472,Lesley & Anton,Cha cha cha,"Perhaps, Perhaps, Perhaps","Series 14, Week 2",14,2,4,6,-,7,7,-,-,-,-,6,26,Latin
1473,Greg & Natalie,Tango,Jump,"Series 14, Week 2",14,2,5,6,-,7,6,-,-,-,-,7,26,Ballroom
1474,Tameka & Gorka,Charleston,"Yes Sir, That's My Baby","Series 14, Week 2",14,2,6,7,-,7,7,-,-,-,-,8,29,Speciality
1475,Laura & Giovanni,Waltz,If I Ain't Got You,"Series 14, Week 2",14,2,7,8,-,8,8,-,-,-,-,8,32,Ballroom
1476,Melvin & Janette,Tango,Moving On Up,"Series 14, Week 2",14,2,8,5,-,6,6,-,-,-,-,6,23,Ballroom
1477,Louise & Kevin,Viennese Waltz,Hallelujah,"Series 14, Week 2",14,2,9,8,-,8,8,-,-,-,-,8,32,Ballroom
1478,Anastacia & Brendan,Salsa,Sax,"Series 14, Week 2",14,2,10,4,-,6,6,-,-,-,-,6,22,Speciality
1479,Ed & Katya,Charleston,The Banjo's Back in Town,"Series 14, Week 2",14,2,11,3,-,7,6,-,-,-,-,7,23,Speciality
1480,Naga & Pasha,Cha cha cha,A Fool In Love,"Series 14, Week 2",14,2,12,4,-,6,6,-,-,-,-,7,23,Latin
1481,Robert & Oksana,American Smooth,Marvin Gaye,"Series 14, Week 2",14,2,13,6,-,7,7,-,-,-,-,7,27,Speciality
1482,Daisy & Aljaž,Cha cha cha,Forget You,"Series 14, Week 2",14,2,14,7,-,8,7,-,-,-,-,8,30,Latin
1483,Danny & Oti,Viennese Waltz,Never Tear Us Apart,"Series 14, Week 2",14,2,15,8,-,8,8,-,-,-,-,8,32,Ballroom
1484,Daisy & Aljaž,Quickstep,A Spoonful Of Sugar,"Series 14, Week 3",14,3,1,7,-,8,8,-,-,-,-,8,31,Ballroom
